25,0.75,0.35,0,200,"[0.8, 0.92, 0.92, 0.88]"
25,0.75,0.35,0,200,"[0.64, 0.68, 0.84, 0.88]"
25,0.75,0.35,0,200,"[0.48, 0.84, 0.92, 0.88]"
25,0.75,0.35,0,200,"[0.6, 0.76, 0.76, 0.84]"
25,0.75,0.35,0,200,"[0.76, 0.84, 0.84, 0.88]"
25,0.75,0.35,0,200,"[0.56, 0.84, 0.92, 0.92]"
25,0.75,0.35,0,200,"[0.68, 0.64, 0.68, 0.76]"
25,0.75,0.35,0,200,"[0.64, 0.8, 0.84, 0.96]"
25,0.75,0.35,0,200,"[0.48, 0.72, 0.64, 0.76]"
25,0.75,0.35,0,200,"[0.56, 0.72, 0.56, 0.96]"
25,0.75,0.35,0,200,"[0.52, 0.76, 0.76, 0.72]"
25,0.75,0.35,0,200,"[0.64, 0.8, 0.8, 1.0]"
25,0.75,0.35,0,200,"[0.76, 0.96, 0.8, 0.92]"
25,0.75,0.35,0,200,"[0.4, 0.92, 0.96, 0.96]"
25,0.75,0.35,0,200,"[0.6, 0.64, 0.88, 0.68]"
25,0.75,0.35,0,200,"[0.56, 0.56, 0.64, 0.76]"
25,0.75,0.35,0,200,"[0.44, 0.4, 0.64, 0.88]"
25,0.75,0.35,0,200,"[0.56, 0.6, 0.64, 0.72]"
25,0.75,0.35,0,200,"[0.52, 0.72, 0.92, 0.8]"
25,0.75,0.35,0,200,"[0.52, 0.8, 0.6, 0.92]"
25,0.75,0.35,0,200,"[0.4, 0.56, 0.72, 0.92]"
25,0.75,0.35,0,200,"[0.52, 0.6, 0.72, 0.84]"
25,0.75,0.35,0,200,"[0.52, 0.88, 0.76, 1.0]"
25,0.75,0.35,0,200,"[0.6, 0.76, 0.92, 0.92]"
25,0.75,0.35,0,200,"[0.44, 0.76, 0.84, 0.88]"
25,0.75,0.35,0,200,"[0.48, 0.92, 0.88, 0.88]"
25,0.75,0.35,0,200,"[0.48, 0.8, 0.88, 0.88]"
25,0.75,0.35,0,200,"[0.6, 0.48, 0.88, 0.84]"
25,0.75,0.35,0,200,"[0.56, 0.68, 0.84, 0.8]"
25,0.75,0.35,0,200,"[0.44, 0.8, 0.92, 0.72]"
25,0.75,0.35,10,200,"[0.6, 0.866667, 0.466667, 0.733333]"
25,0.75,0.35,10,200,"[0.36, 0.733333, 0.933333, 0.866667]"
25,0.75,0.35,10,200,"[0.8, 0.56, 0.666667, 1.0]"
25,0.75,0.35,10,200,"[0.44, 0.44, 0.866667, 0.933333]"
25,0.75,0.35,10,200,"[0.466667, 0.666667, 0.866667, 0.733333]"
25,0.75,0.35,10,200,"[0.466667, 0.8, 0.866667, 0.866667]"
25,0.75,0.35,10,200,"[0.36, 0.466667, 0.666667, 0.8]"
25,0.75,0.35,10,200,"[0.733333, 0.8, 1.0, 1.0]"
25,0.75,0.35,10,200,"[0.52, 0.64, 0.866667, 0.866667]"
25,0.75,0.35,10,200,"[0.36, 0.733333, 0.866667, 1.0]"
25,0.75,0.35,10,200,"[0.466667, 0.8, 0.866667, 1.0]"
25,0.75,0.35,10,200,"[0.333333, 0.8, 0.6, 1.0]"
25,0.75,0.35,10,200,"[0.6, 0.866667, 0.666667, 0.666667]"
25,0.75,0.35,10,200,"[0.24, 0.4, 0.666667, 0.866667]"
25,0.75,0.35,10,200,"[0.2, 0.866667, 0.933333, 1.0]"
25,0.75,0.35,10,200,"[0.44, 0.76, 0.933333, 0.933333]"
25,0.75,0.35,10,200,"[0.36, 0.8, 0.733333, 0.8]"
25,0.75,0.35,10,200,"[0.84, 0.866667, 0.866667, 0.933333]"
25,0.75,0.35,10,200,"[0.666667, 0.733333, 0.533333, 0.733333]"
25,0.75,0.35,10,200,"[0.64, 0.76, 0.733333, 0.866667]"
25,0.75,0.35,10,200,"[0.48, 0.72, 0.733333, 0.866667]"
25,0.75,0.35,10,200,"[0.44, 0.92, 0.733333, 1.0]"
25,0.75,0.35,10,200,"[0.133333, 0.6, 0.8, 0.733333]"
25,0.75,0.35,10,200,"[0.48, 0.533333, 0.866667, 0.666667]"
25,0.75,0.35,10,200,"[0.866667, 0.8, 0.866667, 0.666667]"
25,0.75,0.35,10,200,"[0.56, 1.0, 0.866667, 0.933333]"
25,0.75,0.35,10,200,"[0.64, 0.8, 0.8, 0.933333]"
25,0.75,0.35,10,200,"[0.72, 0.56, 0.933333, 0.933333]"
25,0.75,0.35,10,200,"[0.56, 0.866667, 0.866667, 0.866667]"
25,0.75,0.35,10,200,"[0.32, 0.64, 0.8, 0.866667]"
25,0.75,0.35,15,200,"[0.64, 0.6, 0.7, 0.5]"
25,0.75,0.35,15,200,"[0.56, 0.72, 0.9, 0.7]"
25,0.75,0.35,15,200,"[0.28, 0.4, 0.9, 0.8]"
25,0.75,0.35,15,200,"[0.68, 0.9, 1.0, 1.0]"
25,0.75,0.35,15,200,"[0.52, 0.48, 0.9, 0.7]"
25,0.75,0.35,15,200,"[0.44, 0.72, 0.9, 0.9]"
25,0.75,0.35,15,200,"[0.72, 0.9, 1.0, 1.0]"
