25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,0,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,10,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,15,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
25,0.850000,0.500000,16,1.000000
